,ProductName,PriceSale,Brand,RamCapacity,DisplaySize,DisplayResolution,CPUBrand,PinCapacity,PinCell,Bluetooth,Weight,OS,DiskSpace
80,"Laptop Acer Gaming Predator Helios 300 PH315-55-76KG (i7-12700H, 16GB RAM, 512GB SSD, RTX3060 6G, 15.6 inch QHD 165Hz, Win 11, màu đen) (2022)",43790000,ACER,16,,,,90.0,4,5,2.4,,512
82,"Laptop MSI Modern 14 B11MOU 1027VN (i3-1115G4, Ram 8GB, SSD 256GB, màn hình 14 inch FHD, Win 11, màu xám)",11690000,MSI,8,,,,39.0,3,5,1.3,,256
83,"Laptop Asus VivoBook S15 S533EQ-BN441W (i5-1135G7, Ram 8GB, SSD 512GB, MX350 2GB, Màn hình 15.6inch FHD, Win 11, màu đen)",18490000,ASUS,8,,,,50.0,3,5,1.8,,512
84,"Laptop Dell Inspiron 15 3511 (70270650)  (i5-1135G7, Ram 8GB, SSD 512GB, MX350 2GB, màn hình 15.6inch FHD, Win 11 + Office bản quyền, màu bạc)",18490000,DELL,8,,,,41.0,3,,1.83,,512
86,"LAPTOP LENOVO IDEAPAD 5 PRO 14ACN6 82L700L7VN (Ryzen 7-5800U, Ram 16GB, SSD 512GB, Màn hình 14"" 2K, Win 11, màu xám)",22990000,LENOVO,16,,,,56.5,,5,1.38,,512
88,"LENOVO LEGION 7 16ACHG6 (82N600NUVN) (R7-5800H/Ram 16GB/SSD 1T/VGA RTX3070 8GB/màn hình 16""/bảo hành 3 năm)",54990000,LENOVO,16,,,,80.0,4,5,2.5,,1024
89,"LAPTOP ASUS ZENBOOK UX325EA-KG658W (Intel Core i7-1165G7, RAM 16GB, SSD 512G, Màn Hình 13inch OLED, Windows 11 Home, màu xám)",26490000,ASUS,16,,,,67.0,4,5,1.14,,512
91,"LAPTOP LENOVO IDEAPAD 5 14ITL05 (82FE016PVN) (Core i5-1135G7/Ram 8GB/SSD 256GB/Màn hình 14""FHD/Win 11)",17390000,LENOVO,8,,1920x1080,,,,5,,WINDOW,
94,"Laptop Asus X515EP-EJ405W (i5-1135G7, 8GB RAM, 512GB SSD, 15.6 FHD, MX330 2GB, Win 11 bản quyển, màu bạc)",16490000,ASUS,8,,1920x1080,,,,4,,WINDOW,
95,"Laptop Asus VivoBook S533EQ-BQ429W (i7-1165G7, Ram 16GB, SSD 512GB, MX350 2GB, Màn hình 15.6inch FHD, Win 11, màu đen)",25990000,ASUS,16,,,,,3,5,1.6,,512
96,"Laptop gaming MSI GF63 Thin 11SC 662VN (i7-11800H, Ram 8GB, SSD 512GB, Màn hình 15.6inch FHD, tần số quét 144Hz, GTX16504GB, Win 11 bản quyền)",20490000,MSI,8,,1920x1080,,,,5,1.86,WINDOW,
97,"Laptop gaming MSI GF63 Thin 11SC 664VN (i5-11400H, Ram 8GB, SSD 512GB, Màn hình 15.6inch FHD, tần số quét 144Hz, GTX16504GB, Win 11 bản quyền)",18900000,MSI,8,,1920x1080,,,,5,1.86,WINDOW,
98,"Laptop Asus TUF Gaming F15 FX507ZC-HN124W (Core i7-12700H, Ram 8GB, SSD 512GB, RTX 3050 4GB, màn hình 15.6-inch FHD, tần số quét 144Hz, Win 11 bản quyền, Jaeger Gray)",26690000,ASUS,8,,,,56.0,4,5,2.2,,512
105,"Laptop Gaming Asus ROG Zephyrus G14 GA401QH-K2091W (AMD Ryzen 7 5800HS, RAM 8GB DDR4, SSD 512GB, Màn Hình 14 Inch IPS 120Hz WQHD, VGA GTX 1650 4GB, Windows 11 Bản Quyền)",26490000,ASUS,8,,2560x1440,,,,5,1.6,WINDOW,
116,"Laptop Gaming MSI Crosshair 15 B12UEZ-460VN (Intel Core i7-12700H, Ram 16GB, SSD 1TB, RTX 3060 6GB, Màn Hình 15.6 Inch 165Hz QHD, Windows 11 Home)",43990000,MSI,16,,2560x1440,,,,,,WINDOW,
118,"Laptop Gaming MSI Vector GP76 12UGS-610VN (Intel Core i7-12700H, Ram 16GB, SSD 1TB, RTX 3070 Ti 8GB, Màn Hình 17.3 Inch 360Hz FHD, Windows 11 Home)",59990000,MSI,16,,,,65.0,4,5,2.9,,1024
119,"Laptop Lenovo Legion 5 15ACH6H 82JU00YWVN (Ryzen 5-5600H, Ram 8GB, SSD 512GB, VGA RTX 3060 6GB, màn hình 15.6inch FHD, tấn số quét 165Hz, Win 11, Xanh)",29500000,LENOVO,8,,,,80.0,4,5,2.4,,512
123,"Laptop MSI Delta 15 A5EFK-094VN (Ryzen 9 5900HX, Ram 16GB, SSD 1TB, Vga Radeon RX 6700M, Màn Hình 15.6inch IPS 240Hz Full HD)",50990000,MSI,16,,1920x1080,,,,,1.9,WINDOW,
126,"Laptop MSI Prestige 14 A11SC-203VN (Intel Core i7-1195G7, RAM 16GB, SSD 512GB, GTX 1650 Max-Q 4GB, Màn Hình 14 inch FHD, Windows 10 64 Bit, Màu Trắng)",24490000,MSI,16,,,,39.0,3,5,1.29,,512
128,"Laptop ASUS ROG Strix G15 G513RC-HN038W (AMD Ryzen R7-6800H, RAM 8GB, SSD 512GB, VGA GeForce RTX 3050 4GB, Màn Hình 15.6' Full HD 144Hz, Windows 11 Home 64)",26990000,ASUS,8,,1920x1080,,,,5,,WINDOW,
130,"Laptop Lenovo Legion 5 15ITH6H (82JH002VVN) (Intel Core i7-11800H, RAM 16GB, SSD 512GB, VGA RTX 3060 6GB, Màn Hình 15.6 inch WQHD(2560x1440) , Win 11 Bản Quyền, Màu Xanh)",35990000,LENOVO,16,,,,80.0,4,5,2.4,,512
133,"Laptop MSI Creator Z16 A11UET 217VN (Intel Core i7-11800H, RAM 32GB, SSD 1TB SSD, VGA RTX 3060 Max-Q 6GB, Màn Hình 16 inch QHD+, Win 10, Màu Xám, Vỏ Nhôm)",57990000,MSI,32,,2560x1600,,,,5,,WINDOW,
138,"Laptop LENOVO IDEAPAD 5 PRO 14ACN6 82L700L5VN (R5-5600U, Ram 16GB, SSD 512GB, Màn hình 14"" 2K, GRAY, Win 11 Home bản quyền )",20890000,LENOVO,16,,,,56.5,,5,1.38,,512
140,"Laptop ASUS VivoBook Pro 15 OLED M3500QC-L1388W (R5-5600H, Ram 16GB, SSD 512GB, GeForce RTX 3050 4GB, màn hình 15.6' FHD, Win 11)",24290000,ASUS,16,,1920x1080,,,,5,,WINDOW,
141,"LAPTOP ASUS VIVOBOOK PRO M3401QA-KM025W (Ryzen 7-5800H, Ram 8GB, SSD 512GB, màn hình 14.0-inch 2.8K, Win 11, Bạc)",19590000,ASUS,8,,,,63.0,3,5,1.4,,512
145,"Laptop Lenovo ThinkPad E14 Gen 2 20TA00H6VA (i7-1165G7, Ram 8GB, SSD 512GB, màn hình 14 inch FHD, Free Dos, Đen)",23990000,LENOVO,8,,,,45.0,3,5,1.59,,512
148,"Laptop HP ENVY x360 13-bd0531TU (4Y1D1PA) (Intel Core i5-1135G7, RAM 8GB, SSD 256GB, VGA Intel Iris Xe, Màn Hình 13.3 inch FHD Cảm ứng, Win 10 Bản Quyền, Pen, Màu Vàng)",23490000,HP,8,,,,51.0,3,5,1.33,,256
153,"Laptop Lenovo Legion 5 Pro 16ACH6H (82JQ00S7VN) (AMD R7-5800H, RAM 16GB, SSD 512GB, VGA GeForce RTX™ 3060 6GB, Màn Hình 16inch WQXGA 165Hz,  Windows 11 Home)",41990000,LENOVO,16,,2560x1600,,,,5,,WINDOW,
154,"Laptop Asus VivoBook A415EA-EB1474W (Intel Core i5 1135G7, 8GB RAM, 512GB SSD, Màn Hình 14 Full HD, Win 11 Bản Quyền, 1.3kg, Màu Đen)",15990000,ASUS,8,,1920x1080,,,,5,,WINDOW,
157,"LAPTOP ACER NITRO 5 AN515-45-R6EV (R5-5600H/Ram 8GB/SSD 512GB/Màn hình 15.6"" FHD/VGA 1650/Win 11)",,ACER,8,,,,57.0,4,5,2.2,,512
162,"Laptop Asus ROG Strix G15 (G513IH-HN015W) (AMD R7-4800H, 8GB RAM, 512GB SSD, Màn Hình 15.6inch Full HD, VGA GTX1650 4GB, Win 11)",18690000,ASUS,8,,1920x1080,,,,5,,WINDOW,
170,"Laptop MSI Raider GE76 12UHS 480VN (Core Intel i9 12900HK, RAM 64GB, SSD 2TB, VGA RTX3080Ti 16GB, Màn Hình 17.3 inch UHD, Win 11 Bản Quyền, Màu Xanh)",116990000,MSI,64,,,,99.99,4,5,2.9,,2048
178,"Laptop HP Envy X360 13-ay1057AU (601Q9PA) (AMD R5 5600U, RAM 8GB, SSD 256GB, Màn Hình 13.3 FHD Cảm ứng, Win 11)",24490000,HP,8,,,,51.0,3,5,1.3,,256
183,"Laptop Lenovo Thinkpad E14 Gen 2 (20TA00ABVA) (i5-1135G7, 8GB RAM, 512GB SSD, 14 FHD, DOS, Đen)",20990000,LENOVO,8,,,,45.0,3,5,1.59,,512
184,"Laptop HP 15s-du3590TU (63P86PA) (Intel Core i7-1165G7, RAM 8GB, SSD 512GB, VAG Intel Iris Xe, Màn Hình 15.6 inch HD, Win 11 Bản Quyền, Màu  Bạc)",18790000,HP,8,,,,41.0,3,4,1.75,,512
190,"Laptop HP 14s-cf2527TU 4K4A1PA (i3-10110U, Ram 4GB, SSD 256GB, 14inch HD, Win 11,màu bạc)",11490000,HP,4,,,,41.0,3,4,1.47,,256
194,"Laptop Gaming ASUS TUF F15 FX506LH - HN188W (Intel Core i5-10300H, Ram 8GB, SSD 512GB, Vga card Nvidia GTX1650-4GB, Màn hình 16.6"" Full HD, Win 11, 2.2kg)",16490000,ASUS,8,,,,48.0,3,5,2.3,,512
195,"Laptop HP Pavilion X360 14-dy0172TU (4Y1D7PA) (Intel Core i3-1125G7, Ram 4GB, SSD 256, Màn hình 14inch Ful HD Cảm ứng đa điểm, gập 360 độ, Windows 11 Home bản quyền, vỏ kim loại màu Bạc, 1.7kg)",15390000,HP,4,14.0,,,,,5,,WINDOW,
202,"Laptop Lenovo Legion 5 15ACH6 (82JW00CQVN) (AMD Ryzen 5-5600H, RAM 8GB, SSD 512GB, VGA RTX 3050 4GB, Màn Hình 15.6 inch FHD, Win 11 Bản Quyền, Màu Xanh)",27990000,LENOVO,8,,,,60.0,4,5,2.4,,512
205,"Laptop Lenovo Legion 5 15ITH6 (82JK007SVN) (Intel Core i7-11800H, RAM 8GB, SSD 512GB, VGA RTX 3050 Ti 4GB, Màn Hình 15.6 inch Full HD, Win 10 Bản Quyền)",31990000,LENOVO,8,15.6,1920x1080,,,,5,,WINDOW,
207,"Laptop Asus ZenBook 14 UX425EA-KI843W (i7-1165G7, Ram 16GB, SSD 512GB, Màn hình 14.0 inch FHD, Win 11, Xám)",27999000,ASUS,16,,,,67.0,4,5,1.17,,512
208,"Laptop Asus ZenBook 14 UX425EA-KI749W (i5-1135G7, Ram 8GB, SSD 512GB, Màn hình 14.0 inch FHD, Win 11, Xám)",20990000,ASUS,8,,,,67.0,4,5,1.17,,512
210,"Laptop Dell Vostro 3510 (7T2YC3) (Intel Core i7 1165G7, RAM 8GB, SSD 512GB, Màn Hình 15.6inch Full HD, MX350 2GB, Win 11 Bản Quyền, Office Bản Quyền, Màu Đen)",24290000,DELL,8,,,,41.0,3,,1.69,,512
214,"LAPTOP ACER ASPIRE 5 A514-54-59QK (i5-1135G7, Ram 8GB, SSD 512GB, 14.0 inch FHD, Win 11, Vàng)",,ACER,8,,,,48.0,,5,1.46,,512
215,"Laptop Asus Vivobook Pro 14 OLED M3401QA-KM006W (Ryzen 5-5600H, Ram 8GB, SSD 512GB, 14.0-inch 2.8K, Win 11, Bạc)",17990000,ASUS,8,,,,63.0,3,5,1.4,,512
223,"Laptop Asus X415MA-BV451W (Intel celeromN4020U, RAM 4GB, SSD 256GB, Màn hình 14.0 inch HD, Windows 11 home Bản Quyền, Màu Bạc, 1.55kg, bảo hành 2 năm chính hãng)",8290000,ASUS,4,,,,37.0,2,4,1.55,,256
225,"Laptop Asus X415EA-EK675W (Intel Core i3-1135G4, RAM 4GB, SSD 256GB, Màn hình 14.0 inch Full HD, Windows 11 home Bản Quyền, Màu Bạc, 1.55kg, bảo hành 2 năm chính hãng)",11490000,ASUS,4,,,,37.0,2,4,1.55,,256
227,"LAPTOP HP 240 G8 (604K1PA) (Intel Penitum Silver N5030, Ram 4GB, SSD 256GB, 14 Full HD, Windows 10 home, màu bạc, 1.47kg Bạc)",10790000,HP,4,,1366x768,,,,4,,WINDOW,
230,"Laptop Dell Gaming G15 5511 (P105F006AGR) (Intel Core i7-11800H, RAM 8GB, SSD 512GB, VGA GeForce RTX 3050 4GB, Màn Hình 15.6inch Full HD 120Hz, Win 11 Bản Quyền, Office Bản Quyền)",31390000,DELL,8,,1920x1080,,,,5,,WINDOW,
232,"Laptop MSI Modern 14 B5M 204VN (AMD Ryzen 5-5500U, RAM 8GB, SSD 512GB, VGA Onboard, Màn Hình 14 inch FHD IPS, Win 11 Bản Quyền, Màu Xám)",13790000,MSI,8,,,,39.0,3,5,1.3,,512
233,"Laptop Asus Vivobook Pro 14X OLED M7400QC-KM013W (AMD Ryzen 5-5600H, RAM 16GB, SSD 512GB, VGA RTX 3050 4GB, Màn Hình 14.0 inch 2.8K OLED, Win 11 Bản Quyền, Màu Xám)",25990000,ASUS,16,,,,63.0,3,5,1.45,,512
234,"Laptop Asus X415EA-EB640W (Intel Core i5-1135G7, RAM 4GB, SSD 512GB, VGA Intel Iris Xe, Màn Hình 14.0 inch Full HD, Win 11 Bản Quyền, Màu Bạc)",14990000,ASUS,4,,,,37.0,2,4,1.55,,512
240,"Laptop HP ProBook 430 G8 (51X38PA) (intel Core i5 1135G7, 8GB RAM, 512GB SSD, Màn Hình 13.3 Full HD, Win 10 Bản Quyền, Màu Bạc)",,HP,4,,,,45.0,3,,1.28,,512
241,"Laptop HP Pavilion X360 14-DY0076TU (46L94PA) (Intel Core i5-1135G7, Ram 8GB, SSD 512GB, Màn hình 14inch Ful HD Cảm ứng đa điểm, gập 360 độ, Windows 11 Home bản quyền, vỏ kim loại màu Gold, 1.7kg)",19999000,HP,8,,1920x1080,,,,5,,WINDOW,
242,"Laptop HP Pavilion X360 14-dy0169TU (4Y1D4PA) (Intel Core i5-1135G7, Ram 8GB, SSD 512GB, Màn hình 14inch Ful HD Cảm ứng đa điểm, gập 360 độ, Windows 11 Home bản quyền, vỏ kim loại màu Gold, 1.7kg)",20590000,HP,8,,1920x1080,,,,5,,WINDOW,
246,"Laptop HP Pavilion X360 14 DY0168TU (4Y1D3PA) (Intel Core i7-1165G7, Ram 8GB, SSD 512GB, Màn hình 14inch Ful HD Cảm ứng đa điểm, gập 360 độ, Windows 11 Home bản quyền, vỏ kim loại màu Gold, 1.7kg)",23990000,HP,8,,,,43.0,3,5,2.18,,512
247,"Laptop HP ProBook 430 G8 (51X36PA) (intel Core i5 1135G7, 4GB RAM, 512GB SSD, Màn Hình 13.3 Full HD, Win 10 Bản Quyền, Màu Bạc)",19590000,HP,4,,,,45.0,3,,1.28,,512
248,"Laptop HP Probook 430 G8 51X37PA (intel Core i5-1135G7, RAM 8GB, SSD 256GB, VGA Intel Iris Xe, Màn Hình 13.3 inch FHD, Win 10, Màu Bạc) Hàng chính hãng",18990000,HP,8,13.3,1920x1080,INTEL,,,,,,
249,"Laptop Dell G15 5515 (70266675) (Ryzen 7-5800H, Ram 16GB, SSD 512GB, VGA card RTX 3050Ti 4GB, Màn hình 15.6 inch Full HD - 120Hz, Windows 11 home 64 SL, 2.3Kg) Hàng chính hãng",29890000,DELL,16,,,,56.0,3,,2.65,,512
250,"Laptop Dell Gaming G15 5515 70266674 (Ryzen 7-5800H, Ram 8GB, SSD 512GB, Vga card Nividia RTX 3050 4GB, Màn hình 15.6 Inch FHD, Win 11 home)",27990000,DELL,8,,,,56.0,3,,2.65,,512
251,"Laptop Dell Gaming G15 5511 (70266676) (Intel Core i5-11400H, Ram 8GB, SSD 256GB, VGA RTX 3050 4GB, Màn hình 15.6 Inch FHD 120Hz, Win 11 + Office H&S 2021 bản quyền, 2.3kg",23990000,DELL,8,,,,56.0,3,,2.65,,256
253,"Laptop Acer Gaming Nitro 5 AN515-45-R86D (AMD R7 5800H, RAM 8GB, SSD 512GB, GPU RTX3060 6G, Màn Hình 15.6 inch FHD 144Hz, Win 11 Home, Bàn Phím LED RGB, Màu Đen)",28990000,ACER,8,,1920x1080,,,,5,2.2,WINDOW,
256,"Laptop Asus Zenbook UX425EA-KI817T (Intel Core i5-1135G7, RAM 16GB, SSD 512GB, Intel Iris Xe Graphics, Màn Hình 14inch FHD, USB-C, Win 10, Túi, Bút, Màu Xám)",,ASUS,16,14.0,1920x1080,INTEL,,,,,,
257,"Laptop Asus Zenbook UX425EA-KI817T (Intel Core i5-1135G7, RAM 16GB, SSD 512GB, Intel Iris Xe Graphics, Màn Hình 14inch FHD, USB-C, Win 10, Túi, Bút, Màu Xám)",,ASUS,16,14.0,1920x1080,INTEL,,,,,,
258,"LENOVO LEGION 5 15ACH6A (82NW003CVN) (Ryzen AMD 5-5600H, RAM 8GB, SSD 512GB, GPU RX 6600M 8GB, Màn Hình 15.6 inch FHD, Win 10, Màu Xanh)",,LENOVO,8,15.6,1920x1080,,,,5,,WINDOW,
259,"Laptop Asus ZenBook 13 UX325EA-KG538W (i5-1135G7, Ram 8GB, SSD 512GB, 13.3inch OLED FHD, Win 11)",,ASUS,8,,,,67.0,4,5,1.14,,512
262,"Laptop Acer Gaming Aspire 7 A715-42G-R05G (NH.QAYSV.007) (R5 5500U, 8GB RAM, 512GB SSD, 15.6 inch FHD 144Hz, GTX1650 4GB, Win 11, Đen)",16990000,ACER,8,,,,48.0,3,5,2.1,,512
263,"Laptop Asus ZenBook Flip 13 Evo UX363EA-HP726W (i5-1135G7, Ram 8GB, SSD 512GB, 13.3 inch FHD Cảm ứng, Bút cảm ứng, Win 11, Xám)",23290000,ASUS,8,,,,67.0,4,5,1.3,,512
314,"Laptop Acer Swift 3 Evo SF314 511 59LV (i5-1135G7, Ram 16GB, SSD 512GB, Màn hình 14inch FHD, Win 10)",,ACER,16,,1920x1080,,,,5,,WINDOW,
316,"LAPTOP ACER NITRO 5 AN515-57-720A (i7-11800H,8G RAM, 512G SSD,15.6inch, 3050Ti VGA ,Win 11)",,ACER,8,15.6,1920x1080,,,,5,2.2,WINDOW,
347,"Laptop ASUS TUF Gaming F17 FX706HE-HX011T (i7-11800H, Ram 8GB, 512GB, VGA RTX 3050Ti 4GB, Màn hình 17.3' FHD 144Hz, Win 10)",,ASUS,8,,1920x1080,,,,5,,WINDOW,
